Date,NCDEX_Close,NCDEX_Volume,Global_Soy_Close,USD_INR_Rate,Weather_Feature,Sowing_Feature,News_Snippet
2024-06-14,4968.551488904492,33835,13.901216824846447,82.96579149991891,-3.2755416566891524,17.20751760274551,Favorable weather boosts crop prospects.
2024-06-17,4984.593170479074,43534,14.085085352937487,83.10600493623963,0.8916773176481972,16.695833833951614,"Import duty hike expected, prices might rise."
2024-06-18,5037.335522591886,30575,13.880470286247885,83.2831439354294,-1.2860388055340475,9.908894560135629,"Poor monsoon forecast worries farmers, supply concerns."
2024-06-19,5118.645983714617,29113,13.754379485840895,83.23855862358246,-2.457239912883425,-6.380787229320523,"Import duty hike expected, prices might rise."
2024-06-20,5168.446529114798,45365,13.647233131906082,83.50764266964445,-10.185052494832945,-4.798686698294727,Experts predict bearish trend for coming weeks.
2024-06-21,5287.9238390706105,33031,13.609577614240802,83.6912808930249,-4.999696258327885,9.692519722081421,Trading volume surges on speculation.
2024-06-24,5129.17912829579,61579,13.682638928704264,83.71325579418566,4.050752494540851,-0.8394611258738944,Government announces increase in MSP for oilseeds.
2024-06-25,5383.958534288425,41796,13.681695069722176,83.84459354291292,3.327115325724357,6.888741067738941,"Poor monsoon forecast worries farmers, supply concerns."
2024-06-26,5417.630208800892,39796,13.692401185228317,84.05776295986637,-1.9862770168095114,-2.793591182271637,"Poor monsoon forecast worries farmers, supply concerns."
2024-06-27,5530.905996805705,46152,13.699873693915347,84.11248592973865,-3.1735557410647512,-6.243363759858996,Favorable weather boosts crop prospects.
2024-06-28,5559.194255237761,25051,13.743342704286478,84.00518749239387,-4.1136885162868735,1.8999832645718389,Global soybean prices fall sharply.
2024-07-01,5622.027832139608,32150,13.8095926548211,84.18190705383779,0.9094212744541408,-8.015165234828805,"Poor monsoon forecast worries farmers, supply concerns."
2024-07-02,5640.092968307291,13407,13.87753334024954,84.1865547229818,3.788242364990575,16.690124404451677,Experts predict bearish trend for coming weeks.
2024-07-03,5593.856346366593,31990,13.873896956172196,84.35701345886206,-0.1692622904515266,-2.7147150990753914,"Import duty hike expected, prices might rise."
2024-07-04,5755.452865635269,41177,13.823232475223936,84.36387979977549,5.8208651640878735,-0.5004584644680392,Favorable weather boosts crop prospects.
2024-07-05,5490.5911372714945,56642,13.74484049737826,84.02885866620993,2.524604369450803,11.912121878660322,Excellent harvest reported in major growing regions.
2024-07-08,5688.632055005157,57041,13.672419132321767,83.72071496400187,-0.9968348922939778,-5.093642735306152,Government announces increase in MSP for oilseeds.
2024-07-09,5855.716237161084,52781,13.76222184281962,83.72749892470237,0.11932661359227309,9.504405256807775,Government announces increase in MSP for oilseeds.
2024-07-10,6114.231909208239,69971,13.91127300807832,83.803678894225,1.7846205915350355,-7.494949753299599,"Import duty hike expected, prices might rise."
2024-07-11,6297.318616248629,38057,13.837163565008002,83.99078526092431,0.8803037978506988,-6.453623644016792,"Import duty hike expected, prices might rise."
2024-07-12,6339.392948767766,30521,13.725273887127578,84.05445030813453,9.96131980830737,-1.3931693266440917,Global soybean prices fall sharply.
2024-07-15,6120.408990831502,41072,13.901115813060072,84.06088985239364,6.696469608917976,19.06730985427907,"Import duty hike expected, prices might rise."
2024-07-16,5987.043754062401,57304,13.98953917334875,84.03257108078226,6.0993365565158815,-7.825610433103268,Global soybean prices fall sharply.
2024-07-17,5827.27498877623,46271,13.973450685196026,83.83034845273666,9.349937074406808,12.406012445684869,Experts predict bearish trend for coming weeks.
2024-07-18,5845.408609069766,31752,13.886215153855398,83.53247487459943,3.3935538114867523,17.255497524646966,Experts predict bearish trend for coming weeks.
2024-07-19,5808.9108830299065,48168,13.962442858131308,83.31139243595041,1.7288431020469046,-8.18672076308377,Global soybean prices fall sharply.
